eval_id,claim,true_label,source_type
2009,apple cider vinegar instantly lowers blood sugar,myth,blog
2010,honey could help with digestion,uncertain,blog
2011,honey may help improve concentration,uncertain,forum
2012,Vaccines permanently weaken the immune system,myth,health_journal
2013,Green tea might support metabolism,uncertain,blog
2014,Eating fruits and vegetables supports immunity,reliable,health_journal
2015,ginger tea may help improve concentration,uncertain,medical_source
2016,Vaccination reduces risk of infectious diseases,reliable,tiktok
2017,Regular sleep supports brain function,reliable,social_media
2018,Eating fruits and vegetables supports immunity,reliable,youtube
2019,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
2020,Vaccines permanently weaken the immune system,myth,blog
2021,ginger tea could help with digestion,uncertain,health_journal
2022,Eating fruits and vegetables supports immunity,reliable,forum
2023,Intermittent fasting may improve some health markers,uncertain,social_media
2024,apple cider vinegar instantly lowers blood sugar,myth,medical_source
2025,Regular sleep supports brain function,reliable,blog
2026,Exercise helps maintain cardiovascular health,reliable,forum
2027,Intermittent fasting may improve some health markers,uncertain,health_journal
2028,Intermittent fasting may improve some health markers,uncertain,health_journal
2029,Drinking only juice detoxes the body completely,myth,forum
2030,green tea could help with digestion,uncertain,tiktok
2031,Regular sleep supports brain function,reliable,tiktok
2032,Drinking only juice detoxes the body completely,myth,social_media
2033,Drinking only juice detoxes the body completely,myth,health_journal
2034,turmeric could help with digestion,uncertain,health_journal
2035,Green tea might support metabolism,uncertain,forum
2036,honey may help improve concentration,uncertain,blog
2037,Washing hands reduces spread of bacteria and viruses,reliable,blog
2038,Regular sleep supports brain function,reliable,health_journal
2039,Regular sleep supports brain function,reliable,forum
2040,Doctors hide natural cures from patients,myth,social_media
2041,Doctors hide natural cures from patients,myth,medical_source
2042,ginger tea cures all diseases,myth,forum
2043,Regular sleep supports brain function,reliable,social_media
2044,Doctors hide natural cures from patients,myth,health_journal
2045,Certain herbal remedies may reduce stress,uncertain,forum
2046,green tea instantly lowers blood sugar,myth,health_journal
2047,Exercise helps maintain cardiovascular health,reliable,health_journal
2048,Eating fruits and vegetables supports immunity,reliable,social_media
2049,garlic may help improve concentration,uncertain,forum
2050,Doctors hide natural cures from patients,myth,social_media
2051,lemon water may help improve concentration,uncertain,tiktok
2052,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
2053,Certain herbal remedies may reduce stress,uncertain,medical_source
2054,Exercise helps maintain cardiovascular health,reliable,health_journal
2055,Green tea might support metabolism,uncertain,blog
2056,lemon water instantly lowers blood sugar,myth,forum
2057,apple cider vinegar may help improve concentration,uncertain,social_media
2058,Drinking only juice detoxes the body completely,myth,forum
2059,lemon water instantly lowers blood sugar,myth,social_media
2060,Eating fruits and vegetables supports immunity,reliable,health_journal
2061,Drinking only juice detoxes the body completely,myth,tiktok
2062,Eating fruits and vegetables supports immunity,reliable,medical_source
2063,Regular sleep supports brain function,reliable,blog
2064,green tea may help improve concentration,uncertain,tiktok
2065,ginger tea could help with digestion,uncertain,tiktok
2066,Doctors hide natural cures from patients,myth,youtube
2067,honey may help improve concentration,uncertain,social_media
2068,turmeric cures all diseases,myth,social_media
2069,ginger tea could help with digestion,uncertain,youtube
2070,green tea may help improve concentration,uncertain,social_media
2071,Intermittent fasting may improve some health markers,uncertain,forum
2072,garlic could help with digestion,uncertain,tiktok
2073,lemon water instantly lowers blood sugar,myth,youtube
2074,Intermittent fasting may improve some health markers,uncertain,social_media
2075,Intermittent fasting may improve some health markers,uncertain,youtube
2076,Intermittent fasting may improve some health markers,uncertain,social_media
2077,Vaccines permanently weaken the immune system,myth,health_journal
2078,honey may help improve concentration,uncertain,tiktok
2079,turmeric cures all diseases,myth,medical_source
2080,Intermittent fasting may improve some health markers,uncertain,tiktok
2081,Vaccination reduces risk of infectious diseases,reliable,medical_source
2082,Exercise helps maintain cardiovascular health,reliable,health_journal
2083,green tea could help with digestion,uncertain,health_journal
2084,Eating fruits and vegetables supports immunity,reliable,blog
2085,lemon water could help with digestion,uncertain,health_journal
2086,Certain herbal remedies may reduce stress,uncertain,medical_source
2087,turmeric instantly lowers blood sugar,myth,medical_source
2088,Green tea might support metabolism,uncertain,tiktok
2089,Drinking only juice detoxes the body completely,myth,medical_source
2090,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
2091,lemon water instantly lowers blood sugar,myth,social_media
2092,Intermittent fasting may improve some health markers,uncertain,medical_source
2093,Intermittent fasting may improve some health markers,uncertain,health_journal
2094,Vaccination reduces risk of infectious diseases,reliable,blog
2095,Certain herbal remedies may reduce stress,uncertain,forum
2096,Certain herbal remedies may reduce stress,uncertain,forum
2097,Certain herbal remedies may reduce stress,uncertain,health_journal
2098,Doctors hide natural cures from patients,myth,social_media
2099,garlic instantly lowers blood sugar,myth,blog
2100,Doctors hide natural cures from patients,myth,health_journal
2101,Eating fruits and vegetables supports immunity,reliable,blog
2102,Eating fruits and vegetables supports immunity,reliable,tiktok
2103,Doctors hide natural cures from patients,myth,blog
2104,Washing hands reduces spread of bacteria and viruses,reliable,youtube
2105,ginger tea may help improve concentration,uncertain,tiktok
2106,Drinking only juice detoxes the body completely,myth,blog
2107,garlic instantly lowers blood sugar,myth,health_journal
2108,honey may help improve concentration,uncertain,tiktok
2109,Exercise helps maintain cardiovascular health,reliable,tiktok
2110,Intermittent fasting may improve some health markers,uncertain,youtube
2111,Vaccination reduces risk of infectious diseases,reliable,tiktok
2112,Exercise helps maintain cardiovascular health,reliable,medical_source
2113,Intermittent fasting may improve some health markers,uncertain,tiktok
2114,Eating fruits and vegetables supports immunity,reliable,medical_source
2115,honey instantly lowers blood sugar,myth,blog
2116,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
2117,Eating fruits and vegetables supports immunity,reliable,forum
2118,Vaccines permanently weaken the immune system,myth,blog
2119,Regular sleep supports brain function,reliable,forum
2120,Exercise helps maintain cardiovascular health,reliable,medical_source
2121,Washing hands reduces spread of bacteria and viruses,reliable,blog
2122,Green tea might support metabolism,uncertain,social_media
2123,Regular sleep supports brain function,reliable,tiktok
2124,green tea may help improve concentration,uncertain,blog
2125,Vaccination reduces risk of infectious diseases,reliable,medical_source
2126,Vaccination reduces risk of infectious diseases,reliable,health_journal
2127,Doctors hide natural cures from patients,myth,blog
2128,Exercise helps maintain cardiovascular health,reliable,youtube
2129,Drinking only juice detoxes the body completely,myth,forum
2130,apple cider vinegar may help improve concentration,uncertain,social_media
2131,Doctors hide natural cures from patients,myth,tiktok
2132,Vaccines permanently weaken the immune system,myth,forum
2133,Green tea might support metabolism,uncertain,blog
2134,honey instantly lowers blood sugar,myth,medical_source
2135,Regular sleep supports brain function,reliable,blog
2136,garlic could help with digestion,uncertain,youtube
2137,Green tea might support metabolism,uncertain,blog
2138,Exercise helps maintain cardiovascular health,reliable,forum
2139,Intermittent fasting may improve some health markers,uncertain,forum
2140,honey instantly lowers blood sugar,myth,health_journal
2141,green tea may help improve concentration,uncertain,social_media
2142,Intermittent fasting may improve some health markers,uncertain,forum
2143,Vaccines permanently weaken the immune system,myth,blog
2144,Doctors hide natural cures from patients,myth,forum
2145,apple cider vinegar may help improve concentration,uncertain,tiktok
2146,Exercise helps maintain cardiovascular health,reliable,social_media
2147,Vaccines permanently weaken the immune system,myth,youtube
2148,Exercise helps maintain cardiovascular health,reliable,medical_source
2149,Certain herbal remedies may reduce stress,uncertain,tiktok
2150,Doctors hide natural cures from patients,myth,tiktok
2151,Eating fruits and vegetables supports immunity,reliable,social_media
2152,Regular sleep supports brain function,reliable,blog
2153,Exercise helps maintain cardiovascular health,reliable,medical_source
2154,honey could help with digestion,uncertain,tiktok
